"Species","Year","baseline_year","prob_decline","percent_change_q025","percent_change_q05","percent_change_q10","percent_change_q50","percent_change_mean","percent_change_q90","percent_change_q95","percent_change_q975"
"ATPU",2000,1970,0.0716666666666667,-16.7532200351184,-6.27550031277195,6.50810550373904,50.4523592889149,51.8617970059985,98.3067388921039,116.860421901101,130.413318094461
"ATPU",2001,1970,0.066,-16.3135268936363,-5.39487228208582,7.62127444101967,52.2233292938156,53.8306738946341,101.273621501569,119.803784500824,132.80914312071
"ATPU",2002,1970,0.0633333333333333,-15.1984119762584,-3.88788957736013,8.79869653167073,54.0794023519443,55.8921986219743,104.699491528493,122.899331933938,136.72883906096
"ATPU",2003,1970,0.059,-14.6802936372794,-3.37453329195833,9.97916199855836,55.8569152439084,58.0811266175242,107.873958263184,125.222088063605,140.433960513003
"ATPU",2004,1970,0.0546666666666667,-13.5995607499497,-2.04514918027671,11.5272445194561,58.3876463597631,60.4253293837965,111.292694981344,128.499834629312,144.755044155293
"ATPU",2005,1970,0.0526666666666667,-12.6837676437862,-0.772806186713183,12.8476524126829,60.806999058831,62.9446524140786,115.589828289305,132.551030922721,150.11062549826
"ATPU",2006,1970,0.0486666666666667,-11.7171970289596,0.985680206998656,14.5189456018541,63.3794991303084,65.6506788451288,119.557455938837,137.419567718779,156.148821840058
"ATPU",2007,1970,0.045,-10.5579809265708,2.58827520219885,15.7766329722539,65.8732829634282,68.5473664054281,123.751632759166,141.726943308744,162.50032500534
"ATPU",2008,1970,0.041,-9.33146278854987,3.80467334330692,17.3144361537245,68.3325460810757,71.632438181049,127.995919038857,146.523035671981,170.504878133993
"ATPU",2009,1970,0.0376666666666667,-7.48463690854926,6.02376015912335,19.1854354964861,71.0940240454186,74.8993316100917,132.798399005961,151.18170205486,175.078581739091
"ATPU",2010,1970,0.0343333333333333,-5.64842917507592,7.44676439100836,21.7160048242611,74.192417415662,78.3394522300105,137.202996286464,157.622258082404,183.562985924256
"ATPU",2011,1970,0.0313333333333333,-4.55493104991572,9.16219698510403,23.7044203668394,77.2693698917344,81.9444483235066,142.145864550407,164.310766382796,189.24983092898
"ATPU",2012,1970,0.0286666666666667,-2.08420014894445,11.327569228477,26.1528483376876,80.5275758045297,85.7082283028965,148.295321160241,171.440390093164,195.73830032091
"ATPU",2013,1970,0.026,-1.14690231700844,13.1506365376861,28.4853141771303,84.1555444352414,89.6284883743929,153.973019633739,179.134433960148,204.761103566294
"ATPU",2014,1970,0.025,0.83745834139813,15.4255446688968,31.0720278960364,87.5425096715788,93.7075998063535,160.258195226625,186.444054229699,213.002409459804
"ATPU",2015,1970,0.021,3.32760457599955,17.2625120330287,33.7393048451224,91.5496264805502,97.9528103709918,166.5398403377,194.08285845476,221.609379206733
"ATPU",2016,1970,0.0183333333333333,5.63803234891508,18.754443006376,35.8115599488391,95.4287539159484,102.37582415102,173.122813156899,202.227843917485,231.268801986259
"ATPU",2017,1970,0.0163333333333333,6.97194490615047,20.5542974072481,38.3815434638647,99.4622958958107,106.991916890678,179.583008025015,210.589438732463,240.915207096645
"ATPU",2018,1970,0.0136666666666667,7.61567257347993,22.2574501194981,39.872913100474,103.556971663656,111.818802672361,188.578209231005,220.999019860478,250.673220329761
"ATPU",2019,1970,0.0126666666666667,9.07634695497634,25.1904169732126,41.6558937376854,107.612180244742,116.875481596216,198.471633463615,231.302045895981,264.957525514523
"ATPU",2020,1970,0.0116666666666667,11.8913049252492,26.2490011521169,43.6482583117014,112.104441829852,122.181266896459,208.02835810557,241.709846301119,278.921881923016
"ATPU",2021,1970,0.0113333333333333,12.9281132199388,28.2576376306485,45.3898072845461,117.472003935404,127.755124239748,218.281766173137,253.096357003791,295.283737661898
"BLGU",1970,1970,0,0,0,0,0,0,0,0,0
"BLGU",1971,1970,0.601333333333333,-24.4787580701473,-19.211979266915,-14.408478027532,-2.23031243864372,-2.78899069092827,8.21881045320281,11.8014436301516,14.6587848249447
"BLGU",1972,1970,0.592666666666667,-41.9303743520318,-33.9853158412609,-25.6868911589763,-4.04335055840144,-4.12435037472965,17.1684262912425,25.2999206915691,31.2939746298983
"BLGU",1973,1970,0.586,-54.0540140187549,-45.2471247607222,-34.7928749445474,-5.41570638551909,-4.29248167079583,26.637052245254,39.3219391797737,50.2619732649036
"BLGU",1974,1970,0.577333333333333,-62.5931425845591,-54.149281288394,-41.8898424806983,-6.58430833399572,-3.54250045180196,36.5982017368887,54.063263553603,70.9339700018613
"BLGU",1975,1970,0.572666666666667,-68.6999135318012,-60.7073778395563,-47.4951283455667,-7.28865216140792,-2.10538050211663,47.1405391779562,69.9838073483148,93.5106848232262
"BLGU",1976,1970,0.567,-72.9980096856428,-65.1800178145817,-51.9962033225301,-7.59552140787404,-0.200858300161051,57.4352738894889,85.111790681231,116.531915473223
"BLGU",1977,1970,0.564,-75.9524207204262,-68.777199721926,-55.6352997850063,-7.54668906285836,1.96596584686102,66.6850319658643,99.9835020217355,140.210333846427
"BLGU",1978,1970,0.558333333333333,-78.9421401971897,-71.499801027378,-58.6122642818097,-7.6288009931982,4.21581026998539,75.1266878008153,113.745009011262,163.925204315656
"BLGU",1979,1970,0.552333333333333,-80.7424303087533,-73.91863955206,-60.5320461370751,-7.00809163793554,6.41023282991315,82.420463588652,125.011629915384,183.671276627382
"BLGU",1980,1970,0.543333333333333,-82.1685810872694,-75.4115446319975,-62.0815002588799,-6.91863903216117,8.46543061565,88.2568489355984,135.646954004046,197.726016208455
"BLGU",1981,1970,0.539,-83.1239922003308,-76.6082930614961,-63.4469432145709,-6.38449253146575,10.3599899043219,94.0075738761579,147.41140117299,208.273895729686
"BLGU",1982,1970,0.536,-83.9129844904842,-77.5797151261229,-64.5714810960294,-5.38378163097487,12.1336528403923,98.0255873567406,156.82465176857,216.237177557391
"BLGU",1983,1970,0.532333333333333,-84.5706194800409,-78.0937998799166,-65.2393173406715,-5.11762494991324,13.8770611628676,102.32286135712,162.651021923208,229.479808148665
"BLGU",1984,1970,0.524666666666667,-84.8409966443996,-78.0327205474217,-65.6064813304824,-4.53463128569702,15.7150537290099,109.326489547198,165.493191363041,236.775628283834
"BLGU",1985,1970,0.516,-85.2251167159833,-77.8139358141029,-65.2431563414059,-3.33951619910964,17.7873452486354,112.381333784246,173.760638890098,244.096022052532
"BLGU",1986,1970,0.51,-85.0631535756568,-77.735850632452,-65.5075447041293,-1.54759829501165,20.2300349777748,117.848479045638,182.024897874326,252.036062092519
"BLGU",1987,1970,0.496333333333333,-84.8811527693058,-77.0954684696597,-64.6405547425866,0.481921480104603,23.1599904075589,125.066147550773,188.333727873404,268.174357750751
"BLGU",1988,1970,0.483,-84.9080394160778,-76.4519396126299,-63.7889791791974,3.11730240842051,26.6627170894536,130.967007301697,196.709587422257,283.282048114028
"BLGU",1989,1970,0.465,-84.7293315707933,-75.5141861316058,-62.5103553001293,5.95637547125286,30.7836539051231,137.928134641342,202.90972142746,294.582240728556
"BLGU",1990,1970,0.445666666666667,-84.0446602374387,-74.8535677621705,-60.9469177276678,9.18104773043175,35.5231332838763,146.908627210545,210.321736503867,308.252711348755
"BLGU",1991,1970,0.428,-83.1761979981613,-73.7835084691787,-59.3057642713662,13.732973437302,40.8360644258944,155.887961997792,224.873997423228,322.095001098893
"BLGU",1992,1970,0.406,-82.4723332869949,-72.6639433393707,-57.8183816856479,18.8064330223651,46.6378205563201,165.809365693095,241.145793464824,336.239213158639
"BLGU",1993,1970,0.376,-81.4325499249627,-71.3877503451857,-56.1549474244077,23.9182944879456,52.8169685979547,174.911620786341,255.335016347291,345.641898876349
"BLGU",1994,1970,0.350666666666667,-80.9733941473244,-69.8665721664527,-54.0674240026257,29.6832494729475,59.2532374442103,187.198390106077,271.406277701326,364.072397561633
